Schluessel,Zeile,Von,Bis,Behinderung,hatTatbestandBE,hatZusatzinformationTatbestandstabelle,gehoertZuTatbestandstabelleBE
'2594','5','26','30','N','120620','2008-03-01-00.00.00.0000','','720000'
'2595','6','31','40','N','120621','2008-03-01-00.00.00.0000','','720000'
'2596','7','41','50','N','120622','2008-03-01-00.00.00.0000','','720000'
'2597','8','51','60','N','120623','2008-03-01-00.00.00.0000','','720000'
'2598','9','61','999','N','120624','2008-03-01-00.00.00.0000','','720000'
'2599','3','16','20','N','120630','2008-03-01-00.00.00.0000','','720001'
'2600','4','21','25','N','120631','2008-03-01-00.00.00.0000','','720001'
'2601','5','26','30','N','120632','2008-03-01-00.00.00.0000','','720001'
'2602','6','31','40','N','120633','2008-03-01-00.00.00.0000','','720001'
'2603','7','41','50','N','120634','2008-03-01-00.00.00.0000','','720001'
'2604','8','51','60','N','120635','2008-03-01-00.00.00.0000','','720001'
'2605','9','61','999','N','120636','2008-03-01-00.00.00.0000','','720001'
'2606','2','11','15','N','120641','2008-03-01-00.00.00.0000','','720002'
'2607','3','16','20','N','120642','2008-03-01-00.00.00.0000','','720002'
'2608','4','21','25','N','120643','2008-03-01-00.00.00.0000','','720002'
'2609','5','26','30','N','120644','2008-03-01-00.00.00.0000','','720002'
'2610','6','31','40','N','120645','2008-03-01-00.00.00.0000','','720002'
'2611','7','41','50','N','120646','2008-03-01-00.00.00.0000','','720002'
'2612','8','51','60','N','120647','2008-03-01-00.00.00.0000','','720002'
'2613','9','61','999','N','120648','2008-03-01-00.00.00.0000','','720002'
'2614','3','16','20','N','120654','2008-03-01-00.00.00.0000','','720003'
'2615','4','21','25','N','120655','2008-03-01-00.00.00.0000','','720003'
'2616','5','26','30','N','120656','2008-03-01-00.00.00.0000','','720003'
'2617','6','31','40','N','120657','2008-03-01-00.00.00.0000','','720003'
'2618','7','41','50','N','120658','2008-03-01-00.00.00.0000','','720003'
'2619','8','51','60','N','120659','2008-03-01-00.00.00.0000','','720003'
'2620','9','61','999','N','120660','2008-03-01-00.00.00.0000','','720003'
'2621','4','21','25','N','120666','2008-03-01-00.00.00.0000','','720004'
'2622','5','26','30','N','120667','2008-03-01-00.00.00.0000','','720004'
'2623','6','31','40','N','120668','2008-03-01-00.00.00.0000','','720004'
'2624','7','41','50','N','120669','2008-03-01-00.00.00.0000','','720004'
'2625','8','51','60','N','120670','2008-03-01-00.00.00.0000','','720004'
'2626','9','61','70','N','120671','2008-03-01-00.00.00.0000','','720004'
'2627','10','71','999','N','120672','2008-03-01-00.00.00.0000','','720004'
'2628','4','21','25','N','120678','2008-03-01-00.00.00.0000','','720005'
'2629','5','26','30','N','120679','2008-03-01-00.00.00.0000','','720005'
'2630','6','31','40','N','120680','2008-03-01-00.00.00.0000','','720005'
'2631','7','41','50','N','120681','2008-03-01-00.00.00.0000','','720005'
'2632','8','51','60','N','120682','2008-03-01-00.00.00.0000','','720005'
'2633','9','61','70','N','120683','2008-03-01-00.00.00.0000','','720005'
'2634','10','71','999','N','120684','2008-03-01-00.00.00.0000','','720005'
'2635','3','16','20','N','120768','2008-03-01-00.00.00.0000','','720006'
'2636','4','21','25','N','120769','2008-03-01-00.00.00.0000','','720006'
'2637','5','26','30','N','120770','2008-03-01-00.00.00.0000','','720006'
'2638','6','31','40','N','120771','2008-03-01-00.00.00.0000','','720006'
'2639','7','41','50','N','120772','2008-03-01-00.00.00.0000','','720006'
'2640','8','51','60','N','120773','2008-03-01-00.00.00.0000','','720006'
'2641','9','61','999','N','120774','2008-03-01-00.00.00.0000','','720006'
'2642','3','16','20','N','120778','2008-03-01-00.00.00.0000','','720007'
'2643','4','21','25','N','120779','2008-03-01-00.00.00.0000','','720007'
'2644','5','26','30','N','120780','2008-03-01-00.00.00.0000','','720007'
'2645','6','31','40','N','120781','2008-03-01-00.00.00.0000','','720007'
'2646','7','41','50','N','120782','2008-03-01-00.00.00.0000','','720007'
'2647','8','51','60','N','120783','2008-03-01-00.00.00.0000','','720007'
'2648','9','61','999','N','120784','2008-03-01-00.00.00.0000','','720007'
'2649','2','11','15','N','120789','2008-03-01-00.00.00.0000','','720008'
'2650','3','16','20','N','120790','2008-03-01-00.00.00.0000','','720008'
'2651','4','21','25','N','120791','2008-03-01-00.00.00.0000','','720008'
'2652','5','26','30','N','120792','2008-03-01-00.00.00.0000','','720008'
'2653','6','31','40','N','120793','2008-03-01-00.00.00.0000','','720008'
'2654','7','41','50','N','120794','2008-03-01-00.00.00.0000','','720008'
'2655','8','51','60','N','120795','2008-03-01-00.00.00.0000','','720008'
'2656','9','61','999','N','120796','2008-03-01-00.00.00.0000','','720008'
'2657','3','16','20','N','120802','2008-03-01-00.00.00.0000','','720009'
'2658','4','21','25','N','120803','2008-03-01-00.00.00.0000','','720009'
'2659','5','26','30','N','120804','2008-03-01-00.00.00.0000','','720009'
'2660','6','31','40','N','120805','2008-03-01-00.00.00.0000','','720009'
'2661','7','41','50','N','120806','2008-03-01-00.00.00.0000','','720009'
'2662','8','51','60','N','120807','2008-03-01-00.00.00.0000','','720009'
'2663','9','61','999','N','120808','2008-03-01-00.00.00.0000','','720009'
'2664','4','21','25','N','120814','2008-03-01-00.00.00.0000','','720010'
'2665','5','26','30','N','120815','2008-03-01-00.00.00.0000','','720010'
'2666','6','31','40','N','120816','2008-03-01-00.00.00.0000','','720010'
'2667','7','41','50','N','120817','2008-03-01-00.00.00.0000','','720010'
'2668','8','51','60','N','120818','2008-03-01-00.00.00.0000','','720010'
'2669','9','61','70','N','120819','2008-03-01-00.00.00.0000','','720010'
'2670','10','71','999','N','120820','2008-03-01-00.00.00.0000','','720010'
'2671','4','21','25','N','120826','2008-03-01-00.00.00.0000','','720011'
'2672','5','26','30','N','120827','2008-03-01-00.00.00.0000','','720011'
'2673','6','31','40','N','120828','2008-03-01-00.00.00.0000','','720011'
'2674','7','41','50','N','120829','2008-03-01-00.00.00.0000','','720011'
'2675','8','51','60','N','120830','2008-03-01-00.00.00.0000','','720011'
'2676','9','61','70','N','120831','2008-03-01-00.00.00.0000','','720011'
'2677','10','71','999','N','120832','2008-03-01-00.00.00.0000','','720011'
'2678','1','0','10','N','141212','2008-03-01-00.00.00.0000','','741000'
'2679','2','11','15','N','141213','2008-03-01-00.00.00.0000','','741000'
'2680','1','0','10','N','141215','2008-03-01-00.00.00.0000','','741001'
'2681','1','0','10','N','141218','2008-03-01-00.00.00.0000','','741002'
'2682','2','11','15','N','141219','2008-03-01-00.00.00.0000','','741002'
'2683','3','16','20','N','141220','2008-03-01-00.00.00.0000','','741002'
'2684','1','0','10','N','141224','2008-03-01-00.00.00.0000','','741003'
'2685','2','11','15','N','141225','2008-03-01-00.00.00.0000','','741003'
'2686','1','0','10','N','141227','2008-03-01-00.00.00.0000','','741004'
'2687','2','11','15','N','141228','2008-03-01-00.00.00.0000','','741004'
'2688','1','0','10','N','141230','2008-03-01-00.00.00.0000','','741005'
'2689','1','0','10','N','141233','2008-03-01-00.00.00.0000','','741006'
'2690','2','11','15','N','141234','2008-03-01-00.00.00.0000','','741006'
'2691','1','0','10','N','141236','2008-03-01-00.00.00.0000','','741007'
'2692','2','11','15','N','141237','2008-03-01-00.00.00.0000','','741007'
'2693','3','16','20','N','141238','2008-03-01-00.00.00.0000','','741007'
'2694','1','0','10','N','141239','2008-03-01-00.00.00.0000','','741008'
'2695','2','11','15','N','141240','2008-03-01-00.00.00.0000','','741008'
'2696','3','16','20','N','141241','2008-03-01-00.00.00.0000','','741008'
'2697','3','16','20','N','141636','2008-03-01-00.00.00.0000','','741000'
'2698','4','21','25','N','141637','2008-03-01-00.00.00.0000','','741000'
'2699','5','26','30','N','141638','2008-03-01-00.00.00.0000','','741000'
'2700','6','31','40','N','141639','2008-03-01-00.00.00.0000','','741000'
'2701','7','41','50','N','141640','2008-03-01-00.00.00.0000','','741000'
'2702','8','51','60','N','141641','2008-03-01-00.00.00.0000','','741000'
'2703','9','61','999','N','141642','2008-03-01-00.00.00.0000','','741000'
'2704','2','11','15','N','141644','2008-03-01-00.00.00.0000','','741001'
'2705','3','16','20','N','141645','2008-03-01-00.00.00.0000','','741001'
'2706','4','21','25','N','141646','2008-03-01-00.00.00.0000','','741001'
'2707','5','26','30','N','141647','2008-03-01-00.00.00.0000','','741001'
'2708','6','31','40','N','141648','2008-03-01-00.00.00.0000','','741001'
'2709','7','41','50','N','141649','2008-03-01-00.00.00.0000','','741001'
'2710','8','51','60','N','141650','2008-03-01-00.00.00.0000','','741001'
'2711','9','61','999','N','141651','2008-03-01-00.00.00.0000','','741001'
'2712','4','21','25','N','141654','2008-03-01-00.00.00.0000','','741002'
'2713','5','26','30','N','141655','2008-03-01-00.00.00.0000','','741002'
'2714','6','31','40','N','141656','2008-03-01-00.00.00.0000','','741002'
'2715','7','41','50','N','141657','2008-03-01-00.00.00.0000','','741002'
'2716','8','51','60','N','141658','2008-03-01-00.00.00.0000','','741002'
'2717','9','61','70','N','141659','2008-03-01-00.00.00.0000','','741002'
'2718','10','71','999','N','141660','2008-03-01-00.00.00.0000','','741002'
'2719','3','16','20','N','141665','2008-03-01-00.00.00.0000','','741003'
'2720','4','21','25','N','141666','2008-03-01-00.00.00.0000','','741003'
'2721','5','26','30','N','141667','2008-03-01-00.00.00.0000','','741003'
'2722','6','31','40','N','141668','2008-03-01-00.00.00.0000','','741003'
'2723','7','41','50','N','141669','2008-03-01-00.00.00.0000','','741003'
'2724','8','51','60','N','141670','2008-03-01-00.00.00.0000','','741003'
'2725','9','60','999','N','141671','2008-03-01-00.00.00.0000','','741003'
'2726','3','16','20','N','141677','2008-03-01-00.00.00.0000','','741004'
'2727','4','21','25','N','141678','2008-03-01-00.00.00.0000','','741004'
'2728','5','26','30','N','141679','2008-03-01-00.00.00.0000','','741004'
'2729','6','31','40','N','141680','2008-03-01-00.00.00.0000','','741004'
'2730','7','41','50','N','141681','2008-03-01-00.00.00.0000','','741004'
'2731','8','51','60','N','141682','2008-03-01-00.00.00.0000','','741004'
'2732','9','60','999','N','141683','2008-03-01-00.00.00.0000','','741004'
'2733','2','11','15','N','141686','2008-03-01-00.00.00.0000','','741005'
'2734','3','16','20','N','141689','2008-03-01-00.00.00.0000','','741005'
'2735','4','21','25','N','141690','2008-03-01-00.00.00.0000','','741005'
'2736','5','26','30','N','141691','2008-03-01-00.00.00.0000','','741005'
'2737','6','31','40','N','141692','2008-03-01-00.00.00.0000','','741005'
'2738','7','41','50','N','141693','2008-03-01-00.00.00.0000','','741005'
'2739','8','51','60','N','141694','2008-03-01-00.00.00.0000','','741005'
'2740','9','61','999','N','141695','2008-03-01-00.00.00.0000','','741005'
'2741','3','16','20','N','141702','2008-03-01-00.00.00.0000','','741006'
'2742','4','21','25','N','141703','2008-03-01-00.00.00.0000','','741006'
'2743','5','26','30','N','141704','2008-03-01-00.00.00.0000','','741006'
'2744','6','31','40','N','141705','2008-03-01-00.00.00.0000','','741006'
'2745','7','41','50','N','141706','2008-03-01-00.00.00.0000','','741006'
'2746','8','51','60','N','141707','2008-03-01-00.00.00.0000','','741006'
'2747','9','61','999','N','141708','2008-03-01-00.00.00.0000','','741006'
'2748','4','21','25','N','141712','2008-03-01-00.00.00.0000','','741007'
'2749','5','26','30','N','141713','2008-03-01-00.00.00.0000','','741007'
'2750','6','31','40','N','141714','2008-03-01-00.00.00.0000','','741007'
'2751','7','41','50','N','141715','2008-03-01-00.00.00.0000','','741007'
'2752','8','51','60','N','141716','2008-03-01-00.00.00.0000','','741007'
'2753','9','61','70','N','141717','2008-03-01-00.00.00.0000','','741007'
'2754','10','71','999','N','141718','2008-03-01-00.00.00.0000','','741007'
'2755','4','21','25','N','141721','2008-03-01-00.00.00.0000','','741008'
'2756','5','26','30','N','141722','2008-03-01-00.00.00.0000','','741008'
'2757','6','31','40','N','141723','2008-03-01-00.00.00.0000','','741008'
'2758','7','41','50','N','141724','2008-03-01-00.00.00.0000','','741008'
'2759','8','51','60','N','141725','2008-03-01-00.00.00.0000','','741008'
'2760','9','61','70','N','141726','2008-03-01-00.00.00.0000','','741008'
'2761','10','71','999','N','141727','2008-03-01-00.00.00.0000','','741008'
'2762','1','0','10','N','142118','2008-03-01-00.00.00.0000','','742000'
'2763','2','11','15','N','142119','2008-03-01-00.00.00.0000','','742000'
'2764','1','0','10','N','142124','2008-03-01-00.00.00.0000','','742001'
'2765','1','0','10','N','142130','2008-03-01-00.00.00.0000','','742002'
'2766','2','11','15','N','142131','2008-03-01-00.00.00.0000','','742002'
'2767','3','16','20','N','142132','2008-03-01-00.00.00.0000','','742002'
'2768','3','16','20','N','142606','2008-03-01-00.00.00.0000','','742000'
'2769','4','21','25','N','142607','2008-03-01-00.00.00.0000','','742000'
'2770','5','26','30','N','142608','2008-03-01-00.00.00.0000','','742000'
'2771','6','31','40','N','142609','2008-03-01-00.00.00.0000','','742000'
'2772','7','41','50','N','142610','2008-03-01-00.00.00.0000','','742000'
'2773','8','51','60','N','142611','2008-03-01-00.00.00.0000','','742000'
'2774','9','61','999','N','142612','2008-03-01-00.00.00.0000','','742000'
'2775','2','11','15','N','142617','2008-03-01-00.00.00.0000','','742001'
'2776','3','16','20','N','142618','2008-03-01-00.00.00.0000','','742001'
'2777','4','21','25','N','142619','2008-03-01-00.00.00.0000','','742001'
'2778','5','26','30','N','142620','2008-03-01-00.00.00.0000','','742001'
'2779','6','31','40','N','142621','2008-03-01-00.00.00.0000','','742001'
'2780','7','41','50','N','142622','2008-03-01-00.00.00.0000','','742001'
'2781','8','51','60','N','142623','2008-03-01-00.00.00.0000','','742001'
'2782','9','61','999','N','142624','2008-03-01-00.00.00.0000','','742001'
'2783','4','21','25','N','142630','2008-03-01-00.00.00.0000','','742002'
'2784','5','26','30','N','142631','2008-03-01-00.00.00.0000','','742002'
'2785','6','31','40','N','142632','2008-03-01-00.00.00.0000','','742002'
'2786','7','41','50','N','142633','2008-03-01-00.00.00.0000','','742002'
'2787','8','51','60','N','142634','2008-03-01-00.00.00.0000','','742002'
'2788','9','61','70','N','142635','2008-03-01-00.00.00.0000','','742002'
'2789','10','71','999','N','142636','2008-03-01-00.00.00.0000','','742002'
'2790','1','2','5','N','331130','2008-03-01-00.00.00.0000','','731000'
'2791','1','2','5','N','331148','2008-03-01-00.00.00.0000','','731003'
'2792','1','2','5','N','331166','2008-03-01-00.00.00.0000','','731010'
'2793','1','2','5','N','331178','2008-03-01-00.00.00.0000','','731012'
'2794','1','5','10','N','331190','2008-03-01-00.00.00.0000','','731020'
'2795','2','10','15','N','331191','2008-03-01-00.00.00.0000','','731020'
'2796','3','15','20','N','331192','2008-03-01-00.00.00.0000','','731020'
'2797','1','5','10','N','331208','2008-03-01-00.00.00.0000','','731023'
'2798','2','10','15','N','331209','2008-03-01-00.00.00.0000','','731023'
'2799','3','15','20','N','331210','2008-03-01-00.00.00.0000','','731023'
'2800','1','5','10','N','331226','2008-03-01-00.00.00.0000','','731030'
'2801','2','10','15','N','331227','2008-03-01-00.00.00.0000','','731030'
'2802','3','15','20','N','331228','2008-03-01-00.00.00.0000','','731030'
'2803','1','5','10','N','331238','2008-03-01-00.00.00.0000','','731032'
'2804','2','10','15','N','331239','2008-03-01-00.00.00.0000','','731032'
'2805','3','15','20','N','331240','2008-03-01-00.00.00.0000','','731032'
'2806','1','2','5','N','331248','2008-03-01-00.00.00.0000','','731040'
'2807','1','2','5','N','331260','2008-03-01-00.00.00.0000','','731042'
'2808','1','5','10','N','331272','2008-03-01-00.00.00.0000','','731050'
'2809','2','10','15','N','331273','2008-03-01-00.00.00.0000','','731050'
'2810','3','15','20','N','331274','2008-03-01-00.00.00.0000','','731050'
'2811','1','5','10','N','331284','2008-03-01-00.00.00.0000','','731052'
'2812','2','10','15','N','331285','2008-03-01-00.00.00.0000','','731052'
'2813','3','15','20','N','331286','2008-03-01-00.00.00.0000','','731052'
'2814','1','2','5','N','331296','2008-03-01-00.00.00.0000','','731060'
'2815','1','2','5','N','331308','2008-03-01-00.00.00.0000','','731070'
'2816','1','5','10','N','331320','2008-03-01-00.00.00.0000','','731080'
'2817','2','10','15','N','331321','2008-03-01-00.00.00.0000','','731080'
'2818','3','15','20','N','331322','2008-03-01-00.00.00.0000','','731080'
'2819','2','5','10','N','331784','2008-03-01-00.00.00.0000','','731000'
'2820','3','10','15','N','331785','2008-03-01-00.00.00.0000','','731000'
'2821','4','15','20','N','331786','2008-03-01-00.00.00.0000','','731000'
'2822','5','20','25','N','331787','2008-03-01-00.00.00.0000','','731000'
'2823','6','25','999','N','331788','2008-03-01-00.00.00.0000','','731000'
'2824','1','5','10','N','331790','2008-03-01-00.00.00.0000','','731001'
'2825','2','10','15','N','331791','2008-03-01-00.00.00.0000','','731001'
'2826','3','15','20','N','331792','2008-03-01-00.00.00.0000','','731001'
